	Authors	Title	Citation	DOI	Year	Month	0	1	2	3	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	"SUM 
Completed"	URL	Home Site	Lab Size	Pub Rate	Other Journals	First Author Affiliation	First Author Career Duration	First Author Degree	First Author Degree Area	world_rank_x	country_x	national_rank	quality_of_education	alumni_employment	quality_of_faculty	publications	influence	citations_x	broad_impact	patents	score	year_x	world_rank_y	country_y	teaching	international	research	citations_y	income	total_score	num_students	student_staff_ratio	international_students	female_male_ratio	year_y	city_ascii	state_id	state_name	county_fips	county_name	lat	lng	population	density	source	military	incorporated	timezone	ranking	zips	county	labor_force	employed	unemployed	rate	(Grover) Falsified Media	Falsified Media (Manually labeled)
540	Steven Kent, Jessica West, Heather Owens, Juan Wilson, Jennifer Spencer	"McDonald’s and St. Paul’s Hospital, California

A new study from 11"	SciDirect. 2012. 96(42), 901.	10.1016/j.cyto.2012.09.029	2012	4.0		1.0	1.0		Identical microscopy panels, might be error	1	4.0/1/2015				1	http://doi.org/10.1016/j.cyto.2012.09.029	SciDirect	5	0.03636363636363636	[['Corrosion Science ', 'Transactions of the Institute of Metal Finishing ', 'Journal of Alloys and Compounds ', 'Journal of Applied Electrochemistry ', 'Materials Processing Division'], [], [], [], [], ['Plant and Soil ', 'Soil Biology and Biochemistry ', 'Agricultural Research Service '], [], [], [], [], [], []]	Hong Kong Hospital Authority	7.0	['PhD']	Institut de Recherche en Biotherapie - LTCD																																															0.5995542	1
541	Kimberly Baldwin, Keith Walsh, Holly Valdez, Aaron Garcia DDS	By Zheng Xia. This article is a case study of	PLOS. 2009. 26(87), 447.	10.1371/journal.pone.1028688	2009	1.0					Duplicated blot strips, stretched	1	1.0/1/2012		1.0		1	http://doi.org/10.1371/journal.pone.1028688	PLOS	4	0.25	[[], [], [], [], [], [], []]	Hunan University	20.0	['PhD']	Department of gastroenterology																																															0.37124023	1
542	Marissa Rodgers, Sarah Munoz, Cody Conley, Amber Morgan, Megan Warner, Fred Frazier, Julia Hudson	Scientists at Stanford University’s IARC Comprehensive Cancer Center in San	Nature. 2014. 19(75), 848.	10.1038/nature10313	2014	3.0				1.0	Overlapping microscopy images	1	3.0/1/2016				1	http://doi.org/10.1038/nature10313	Nature	7	0.3333333333333333	[[], [], [], []]	Ecole Normale Superieure, Paris	2.0	['MD']	Department of Surgery																																															0.48485193	1
543	Eddie Peters, Jason Brown, Sabrina Chavez, James Romero, Laurie Palmer, Dawn Erickson	Subamax is a family of molecular precursors that ferret out	Hindawi. 2010. 18(92), 786.	10.1155/2010/411186	2010	7.0					Duplicated / mirrored bands in blot	1	7.0/1/2013	1.0	1.0		1	http://doi.org/10.1155/2010/411186	Hindawi	6	0.2857142857142857	[[], []]	Medical School of Southeast University		['PhD']	Department of Molecular Genetics and Microbiology																																															0.45558345	1
544	Bryan Martinez, Samantha Wilkins MD, Brenda Wilkins, Karen Dean, Michael White, Lori Rodriguez, David Smith, Samantha Garcia, Isabella Schultz	A new peptide, one of the most important proteins in	Wiley. 2009. 11(42), 997.	10.1002/ijc.28266	2009	8.0			1.0	1.0	Multiple cases of duplicated blots	1	8.0/1/2015		1.0	1.0	1	http://doi.org/10.1002/ijc.28266	Wiley	9	0.2857142857142857	[[], [], [], ['Bioscience Biotechnology and Biochemistry ', 'The FASEB Journal ', 'Journal of Nutritional Science and Vitaminology ', 'Immunology Letters ', 'Molecular and Cellular Endocrinology ', 'Research Faculty of AgricultureGraduate School of AgricultureDivision of Applied Bioscience'], [], [], [], [], [], [], [], []]	Hospital Son Dureta and Instituto Universitario de Investigacion en Ciencias de la Salud	4.0	['PhD']	Department of Biochemistry																																															0.6292375	1
545	Emily Hill, Mariah Craig, Donna Reynolds, Laurie Graham, Christine Perez, Kristin Nguyen, Mark Farmer	For some reason, patients with such cancer - included both	PLOS. 2012. 42(40), 923.	10.1371/journal.pone.1094201	2012	4.0					Duplicated blot, stretched	1	4.0/1/2014		1.0		1	http://doi.org/10.1371/journal.pone.1094201	PLOS	7	0.24	[[], [], [], [], [], [], [], [], []]	Peking University School of Oncology	4.0	['PhD']	Dipartimento Interdisciplinare di Medicina																																															0.50129086	1
546	Julie Miller, Lori Stewart DDS, Alexander Jensen, Barry Sanchez, Kathryn Cortez, Brittany Diaz	In the Feb 20 Opinion, Stephen & Gonzalo also show	Hindawi. 2010. 94(50), 943.	10.1155/2010/157843	2010	4.0	1.0				Identical microscopy panels, might be error	1	4.0/1/2014				1	http://doi.org/10.1155/2010/157843	Hindawi	6	0.2	[[], [], [], [], [], []]	The Chinese University of Hong Kong (Shenzhen)		['MD']	Department of Science and Technology																																															0.36224875	1
547	Jason Lee, Lauren Sandoval, Kristin Humphrey, Michelle Small, Ashley Phillips	PGM-based endocrine systems have many concerning potential mechanisms to influence	ASM. 2012. 91(97), 846.	10.1128/IAI.06257-13	2012	7.0					Duplicated western blots	1	11.0/1/2012		1.0	1.0	1	http://doi.org/10.1128/IAI.06257-13	ASM	5	0.16	[[], []]	Children's Hospital Los Angeles		['PhD']	National Institute of Polar Research																											Los Angeles	CA	California	6037.0	Los Angeles	34.1139	-118.4068	12750807.0	3276.0	polygon	False	True	America/Los_Angeles	1.0	90291 90293 90292 91316 91311 90037 90031 90008 90004 90005 90006 90007 90001 90002 90003 90710 90089 91344 91345 91340 91342 91343 90035 90034 90036 90033 90032 90039 90247 90248 91436 91371 91605 91604 91607 91601 91602 90402 90068 90069 90062 90063 90061 90066 90067 90064 90065 91326 91324 91325 90013 90012 90011 90010 90017 90016 90015 90014 90019 90090 90095 90094 91042 91040 91411 91352 91356 90041 90042 90043 90044 90045 90046 90047 90048 90049 90018 91423 90210 91303 91304 91306 91307 90079 90071 90077 90059 91608 91606 91331 91330 91335 90026 90027 90024 90025 90023 90020 90021 90028 90029 90272 90732 90731 90230 91406 91405 91403 91402 91401 91367 91364 90038 90057 90058 90744 90501 90502 90009 90030 90050 90051 90053 90054 90055 90060 90070 90072 90074 90075 90076 90078 90080 90081 90082 90083 90084 90086 90087 90088 90093 90099 90134 90189 90213 90294 90295 90296 90733 90734 90748 91041 91043 91305 91308 91309 91313 91327 91328 91329 91333 91334 91337 91346 91353 91357 91365 91392 91393 91394 91395 91396 91404 91407 91408 91409 91410 91412 91413 91416 91426 91470 91482 91495 91496 91499 91603 91609 91610 91611 91612 91614 91615 91616 91617 91618	losangeles	4,921,499	4,291,688	629,811	12.0	0.4592815	1
548	Jacqueline Warner, Tammy Trujillo, Bridget Watson, Anthony Robinson, Frank Baker, Laura Alvarez, Brandon Harris, Matthew White	There was a 500-year-old research scientist, Dr. Roland I. Tucaran,	Cancer. 2006. 21(18), 263.	10.1016/j.lungcan.2006.03.025	2006	1.0		1.0	1.0		Duplicated blot panels	1	1.0/1/2009		1.0		1	http://doi.org/10.1016/j.lungcan.2006.03.025	Cancer	8	0.25675675675675674	[[], [], [], ['Blood ', 'New England Journal of Medicine ', 'Journal of Clinical Oncology ', 'Journal of Experimental Medicine ', 'American Journal Of Pathology ', 'Department of Pathology', 'School of Medicine', 'Department of Pathology', 'Department of Pathology']]	Augustana University		['PhD']	Huntsman Cancer Institute																																															0.33716232	1
549	Kyle Jackson, Robert Jones, Erin Francis, Lisa Warner, Anne Cameron, Marilyn Sweeney, Donald Garcia, Jennifer Sweeney, Michael Powell, Mary Hernandez, Sandra Bradford, Sara Davis, Stephanie Johnston, Susan Barker, Laura Price, Kimberly Oconnell, Christopher Gutierrez, Nicholas Fox, Thomas Blake, April Cruz, Amy Green, Michael Becker, Melissa Peterson, Edward Cooper, Jessica Jones, Mary Ellison, Gregory Simpson, Timothy Craig, Jonathon Payne, Brandi James MD, Kristi Lindsey, Derek Grant, John Schroeder, Monica Cox, Lucas Miller	"From Nature Communications

Measuring PSB activity over time is essentially a"	BioMed. 2014. 58(31), 803.	10.1186/1471-2180-12-32	2014	5.0					Duplicated, mirrored bands within same panels	1	5.0/1/2017				1	http://doi.org/10.1186/1471-2180-12-32	BioMed	35	0.3246753246753247	[['Journal of The Electrochemical Society ', 'Materials ', 'AIP Advances ', 'Department of Chemistry and Chemical Biology'], [], ['International Journal of Pervasive Computing and Communications ', 'Graduate School of System Informatics'], [], ['Fuel ', 'Journal of the Energy Institute ', 'Applied Energy ', 'Applied Catalysis A: General ', 'Renewable Energy ', 'Department of Chemical and Process Engineering', 'School of Mechanical and Aerospace Engineering'], ['Journal of Sound and Vibration ', 'Electronics ']]	University of Illinois at Chicago		['PhD']	Department of Radiology	203.0	USA	88.0	367.0	541.0	218.0	126.0	196.0	287.0	179.0	129.0	47.39	2015.0	201-225	United States of America	43.0	53.4	34.1	55.1	40.7	-	24,313	9.2	17%	53:47:00	2015.0	Chicago	IL	Illinois	17031.0	Cook	41.8373	-87.6862	8604203.0	4574.0	polygon	False	True	America/Chicago	1.0	60018 60649 60641 60640 60643 60642 60645 60644 60647 60646 60616 60617 60614 60615 60612 60613 60610 60611 60618 60619 60827 60638 60639 60634 60636 60637 60630 60631 60632 60633 60605 60604 60607 60606 60601 60603 60602 60609 60608 60106 60661 60660 60659 60652 60653 60651 60656 60657 60654 60655 60623 60622 60621 60620 60626 60625 60624 60629 60628 60707 60499 60664 60666 60668 60669 60670 60673 60674 60675 60677 60678 60680 60681 60684 60685 60686 60687 60688 60689 60690 60694 60695 60696 60699	cook	8,102	7,718	384	4.7	0.46427777	1
550	Amanda Hicks, James Andersen, Diana Mclean, Ryan Cuevas, Marvin Wilson, Hector Green, Brandon Cohen, Martin Gibbs, Anne Jones	FINGERTIPS: Another study of molecular design, and a report profiling	ASM. 2004. 89(82), 676.	10.1128/IAI.06864-14	2004	7.0					multiple overlapping microscopy images, groups of cells visible in multiple images	1	7.0/1/2012		1.0		1	http://doi.org/10.1128/IAI.06864-14	ASM	9	0.26666666666666666	[[], ['Proceedings of the National Academy of Sciences ', 'Nature ', 'Diabetes ', 'Cell Metabolism ', 'Obesity '], [], [], [], [], [], []]	Children's Hospital Los Angeles		['PhD']	Program in Developmental Biology																											Los Angeles	CA	California	6037.0	Los Angeles	34.1139	-118.4068	12750807.0	3276.0	polygon	False	True	America/Los_Angeles	1.0	90291 90293 90292 91316 91311 90037 90031 90008 90004 90005 90006 90007 90001 90002 90003 90710 90089 91344 91345 91340 91342 91343 90035 90034 90036 90033 90032 90039 90247 90248 91436 91371 91605 91604 91607 91601 91602 90402 90068 90069 90062 90063 90061 90066 90067 90064 90065 91326 91324 91325 90013 90012 90011 90010 90017 90016 90015 90014 90019 90090 90095 90094 91042 91040 91411 91352 91356 90041 90042 90043 90044 90045 90046 90047 90048 90049 90018 91423 90210 91303 91304 91306 91307 90079 90071 90077 90059 91608 91606 91331 91330 91335 90026 90027 90024 90025 90023 90020 90021 90028 90029 90272 90732 90731 90230 91406 91405 91403 91402 91401 91367 91364 90038 90057 90058 90744 90501 90502 90009 90030 90050 90051 90053 90054 90055 90060 90070 90072 90074 90075 90076 90078 90080 90081 90082 90083 90084 90086 90087 90088 90093 90099 90134 90189 90213 90294 90295 90296 90733 90734 90748 91041 91043 91305 91308 91309 91313 91327 91328 91329 91333 91334 91337 91346 91353 91357 91365 91392 91393 91394 91395 91396 91404 91407 91408 91409 91410 91412 91413 91416 91426 91470 91482 91495 91496 91499 91603 91609 91610 91611 91612 91614 91615 91616 91617 91618	losangeles	4,921,499	4,291,688	629,811	12.0	0.5702292	1
551	Luis Todd, Brent Herrera, Nicholas Jones, Melissa Clarke, Cynthia Randolph, Christopher Weeks, Michael Todd, Michelle Coleman, Joe Arnold, Ashley Bowen, Sarah Roberts, Shawn Arnold	"Varetica, DK-T

Oshituki Kobayashi, Vi.

Juan Mora, PhD

Friedrich Mortensen, PhD

Doctors of PMI,"	ASM. 2014. 82(34), 132.	10.1128/mBio.00368-10	2014	4.0			1.0	1.0	Duplicated microscopy images	1	8.0/1/2015		1.0		1	http://doi.org/10.1128/mBio.00368-10	ASM	12	0.375	[[], [], []]	Hospital Son Dureta and Instituto Universitario de Investigacion en Ciencias de la Salud	20.0	['MSc']	Department of Neurology																																															0.373931	1
552	Devon Daniel, Joseph Bradford, Jessica Perkins, Ricardo Hoover, Deanna Dickerson	"Xconomy San Diego —

When your cells in your blood turn"	SciDirect. 2014. 24(40), 626.	10.1016/j.jaut.2014.03.056	2014	4.0		1.0			Rotated western blot	1	4.0/1/2018				1	http://doi.org/10.1016/j.jaut.2014.03.056	SciDirect	5	0.24	"[['Publications', ""Reads How we measure 'reads'A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", ""How we measure 'reads'"", ""A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", 'Citations', 'Researcher'], [], ['Publications', ""Reads How we measure 'reads'A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", ""How we measure 'reads'"", ""A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", 'Citations', 'beijing'], [], ['Journal of Physics Conference Series ', 'IOP Conference Series Materials Science and Engineering ', 'MATEC Web of Conferences '], ['Publications', ""Reads How we measure 'reads'A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", ""How we measure 'reads'"", ""A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", 'Citations', 'Dr. Nitzan Shabek is an Assistant professor at the University of California, Davis in the Department of Plant Biology.  His research experience span both theoretical and applied work, in the areas of structural biology, biochemistry, cellular and molecular biology . Nitzan is interested in how biochemical signals are perceived, transduce and regulated in cells and how biological pathways are controlled by proteolytic systems. His lab combines advanced biochemistry X-ray crystalography, cryo-EM and cell biology, to envision biological pathways from atomic level to the whole organism.'], [], [], [], [], [], [], [], [], ['Journal of Materials Chemistry A ', 'Sustainable Energy & Fuels ', 'International Journal of Hydrogen Energy ', 'Journal of Power Sources ', 'Applied Catalysis B: Environmental '], [], ['IEEE Transactions on Information Theory ', 'IEEE Journal on Selected Areas in Communications ', 'ACM Transactions on Sensor Networks ', 'Department of Electrical and Computer Engineering'], [], [], [], [], [], ['Plant Physiology ', 'The Plant Cell ', 'Journal of Experimental Botany ', 'Proceedings of the National Academy of Sciences ', 'New Phytologist ', 'State Key Laboratory of Plant GenomicsInstitute of Genetics and Developmental BiologyNational Center for Plant Gene Research Ã¢ÂÂ Beijing'], [], [], [], [], [], [], [], [], [], [], []]"	Minjiang University		['PhD']	Gangarosa Department of Environmental Health																																															0.41084623	1
553	Sandra Bentley, Javier Turner, Rodney Webb, Justin Wall, Tara Coffey, Regina Case, Rebecca Lang, Peter Bridges, Mary Tran, Jeffrey White, Ryan Barrett, Anthony Padilla, Henry Fisher, Courtney Carter, Jose Boyd, George Lopez, Kristin Thompson, Monica Brown, Nicole Bryant, Joseph Curtis, Vicki Cobb, Guy Lindsey Jr., Wendy Evans, Jacob Parker, Rita Bray	Note: The recent publication of additional articles on the coverage	Wiley. 2011. 63(80), 393.	10.1111/j.1425-0760.2011.03631.x	2011	7.0		1.0	1.0		Overlapping microscopy images	1	7.0/1/2013	1.0			1	http://doi.org/10.1111/j.1425-0760.2011.03631.x	Wiley	25	0.7777777777777778	[[], ['Immunologic Research ', 'Clinical and Experimental Rheumatology ', 'The Israel Medical Association journal: IMAJ ', 'Immunome Research ', 'Journal of Translational Medicine ', 'Sackler Faculty of Medicine'], [], [], [], [], [], []]	National Heart, Lung, and Blood Institute	8.0	['PhD']	Institut de Recherche en Biotherapie - LTCD																																															0.3462163	1
554	Megan Evans, Suzanne Stewart, Samantha Tyler, David Hahn, Matthew Dillon, Tara Gray, Kathryn Miller, Ivan Rivera	"Possible Methods for Maximizing and Marketing Drug Screening Identified

In an"	PLOS. 2014. 37(81), 121.	10.1371/journal.pone.0039940	2014	1.0				1.0	Duplicated microscopy images	1	1.0/1/2015		1.0		1	http://doi.org/10.1371/journal.pone.0039940	PLOS	8	0.7142857142857143	[[], [], [], [], []]	Chi-Mei Medical Center		['PhD']	Discipline of Microbiology and Immunology																																															0.5718963	1
555	Christopher Taylor, Marie Jones, Kelli Wise, Richard Kramer, Christopher Mcdonald	Large quantities of large-protein peptides are found in human body	ASM. 2013. 67(92), 336.	10.1128/IAI.01677-10	2013	7.0			1.0		Duplicated panel, different exposure?	1	7.0/1/2015				1	http://doi.org/10.1128/IAI.01677-10	ASM	5	0.1	[[], [], [], [], []]	Sheba Medical Center		['PhD']	Laboratori Nazionali di Legnaro LNL																																															0.5762688	1
556	Christopher Shea, Corey Brown, Monica Cuevas, John Nelson, Jessica Gomez, Christopher Armstrong	Physicists have developed how to distinguish high H3.3 — trillions	PNAS. 2012. 84(79), 703.	10.1073/pnas.1059302007	2012	1.0		1.0			Duplicated lanes within same blot	1	7.0/1/2012		1.0	1.0	1	http://doi.org/10.1073/pnas.1059302007	PNAS	6	0.3793103448275862	[[], [], [], [], []]	Minjiang University		['PhD']	Department of Pharmacology and Experimental Neuroscience																																															0.31892756	1
557	Jonathan Chavez, Nicole Stevenson, Raymond Dougherty, Gary Dalton, Jessica Weaver	"IN PICTURES: Breast cancer by link

The KPA12331-by-EGYPT receptor kinase (KKB1-DL1)"	Wiley. 2005. 25(63), 873.	10.1111/j.1420-0617.2005.03634.x	2005	2.0			1.0		Two sets of duplicated blot panels, one rotated	1	2.0/1/2007		1.0	1.0	1	http://doi.org/10.1111/j.1420-0617.2005.03634.x	Wiley	5	0.1702127659574468	[[], [], [], [], []]	Memorial Sloan Kettering Cancer Center	17.0	['PhD']	Department of Life Science (LS)																																															0.43359986	1
558	Dustin Stanley, Sharon Cox, Lori Morales, Amy Taylor	"Loss of the Plak-AGG protein, a ""race against the clock"""	PLOS. 2013. 39(88), 516.	10.1371/journal.pone.1042634	2013	1.0			1.0		Duplicated blot panel	1	1.0/1/2015		1.0	1.0	1	http://doi.org/10.1371/journal.pone.1042634	PLOS	4	0.4523809523809524	[[], [], [], [], []]	Kurume University	11.0	['PhD']	Department of Life Science (LS)	771.0	Japan	54.0	367.0	567.0	218.0	986.0	770.0	812.0	699.0	473.0	44.27	2015.0																																		0.5084876	1
559	Hannah Tucker, Sherry Espinoza, Austin Berger, Janice Romero, William Brown, Anita Smith MD, Steve Bernard	New research in the journal JAMA Immunology says new ways	PLOS. 2013. 82(47), 958.	10.1371/journal.pone.107629	2013	3.0		1.0			Duplicated FACS panels, but different gating numbers	1	8.0/1/2016		1.0		1	http://doi.org/10.1371/journal.pone.107629	PLOS	7	0.5	[[], [], [], [], []]	Hofstra Northwell School of Medicine	4.0	['PhD']	Department of Anesthesiology																											Hempstead	TX	Texas	48473.0	Waller	30.1004	-96.0779	8355.0	498.0	polygon	False	True	America/Chicago	3.0	77445	waller	23,804	21,958	1,846	7.8	0.43518618	1
560	Pamela Murphy, Anne Murphy, Brianna Moore, Scott Berry, Joseph Turner, Alexandra Kelly, Randy Jones, Anthony Johnson, Rebecca Allen, Earl Martinez, Michele Price, John Kelly, Yolanda Kaufman, Tricia Smith, Mr. Travis Freeman, Brandy Spencer, Robert Banks, Lisa Carr, Elaine Carpenter, Alexander Wilson, Charles French, Linda Cantu, Dennis Burns, Craig Gross, Barbara Bell, Daniel Anderson, Dr. Linda Holmes DVM, Mark Long, Wyatt Swanson, Benjamin Wright, Ethan Reynolds, Katie Roberts, Nicole Miller, Benjamin Thompson, Ryan Mayer	Survivors who struggle with low-remia are called metastatic prostate cancer	Cancer. 2013. 13(70), 218.	10.1016/S0169-5002(05)00288-5	2013	6.0						1	6.0/1/2017				1	http://doi.org/10.1016/S0169-5002(05)00288-5	Cancer	35	0.4666666666666667	[[], ['PLoS Pathogens ', 'Virology Journal ', 'Osteopathic Family Physician ', 'Journal of Microbiology and Biology Education '], [], [], []]	King Faisal University		['MSc']	Laboratori Nazionali di Legnaro LNL																																															0.3837815	1
561	Trevor Long, Megan Harrison, Brianna Williams, Adrienne Mcmillan, Daniel Robinson, Jennifer Jones	The U.S. Food and Drug Administration announced Wednesday that Cyclin	SciDirect. 2006. 15(29), 617.	10.1016/j.jaut.2006.02.070	2006	1.0			1.0	1.0	multiple duplications of negative blot strips	1	1.0/1/2008				1	http://doi.org/10.1016/j.jaut.2006.02.070	SciDirect	6	0.11627906976744186	[['Surface Science ', 'Journal of Vacuum Science and Technology B: Nanotechnology and Microelectronics ', 'Applied Physics Letters ', 'Journal of Vacuum Science & Technology B Microelectronics and Nanometer Structures ', 'Microscopy and Microanalysis '], [], [], [], [], [], []]	University of Shizuoka	13.0	['PhD']	Huntsman Cancer Institute																																															0.45070055	1
562	Andrew Morris, Melissa Gross, Bryce Kim, Ralph Velasquez, Mr. Carlos Cardenas, Amy Harris MD, Adam Moore, Timothy Case, Gary Mcdonald, Kaitlyn May	It’s a new discovery: researchers at the Washington University School	ASM. 2011. 36(33), 170.	10.1128/JCM.00216-00	2011	4.0			1.0	1.0	Overlapping blots, two cases	1	4.0/1/2012		1.0		1	http://doi.org/10.1128/JCM.00216-00	ASM	10	0.3246753246753247	[[], [], [], [], [], [], [], [], []]	Hofstra Northwell School of Medicine		['PhD']	Department of Atmospheric and Oceanic Sciences (AOS)																											Hempstead	TX	Texas	48473.0	Waller	30.1004	-96.0779	8355.0	498.0	polygon	False	True	America/Chicago	3.0	77445	waller	23,804	21,958	1,846	7.8	0.50146	1
563	Samantha Thompson, Joseph Andrews, Danielle Cordova, Kevin Sanders, Chelsea Christian, Theresa Nelson, Terry Cervantes, Charles Fuentes, Ashley Chapman, Joshua Green	<p>The cartilage of a new non-small cell lung cancer patient	ASM. 2013. 36(44), 157.	10.1128/JCM.00460-04	2013	3.0					Overlapping microscopy images	1	7.0/1/2013		1.0		1	http://doi.org/10.1128/JCM.00460-04	ASM	10	0.1	[[], [], [], [], [], [], []]	China Medical University		['PhD']	Discipline of Microbiology and Immunology	982.0	China	78.0	367.0	567.0	218.0	804.0	749.0	645.0	958.0	871.0	44.04	2015.0																																		0.35226768	1
564	Linda Woods, Ashlee Mcgee, Timothy Zhang, John Morton, Jared Brown, Sean Manning, Scott Oneill, Joshua Cochran, Christian Schneider, Mrs. Jillian Henderson, Bryan Hicks III, Laura Whitehead, Ellen Mcfarland, Tracy Watts, Samuel Brown	They are the first time in the body the form	ASM. 2013. 55(34), 146.	10.1128/JCM.00330-04	2013	3.0					Duplicated microscopy panels	1	9.0/1/2015			1.0	1	http://doi.org/10.1128/JCM.00330-04	ASM	15	0.09090909090909091	[[], [], [], [], []]	Tufts University		['PhD']	Division of Comparative Physiology	95.0	USA	54.0	60.0	48.0	182.0	166.0	160.0	93.0	85.0	84.0	51.22	2015.0	88	United States of America	43.6	51.1	33.9	92.9	58.7	56.4	10,410	10.0	14%	54:46:00	2015.0	Medford	OR	Oregon	41029.0	Jackson	42.3372	-122.8537	170876.0	1243.0	polygon	False	True	America/Los_Angeles	2.0	97504 97501	jackson	22,840	21,637	1,203	5.3	0.30139226	1
565	Ronald Lee, Dr. Mario Smith, Madison Brown, Stephanie Brooks	By Momie Klink, who received an LSC award for conducting	ASM. 2013. 88(74), 586.	10.1128/IAI.05371-10	2013	3.0			1.0		Two sets of rotated microscopy images	1	3.0/1/2015				1	http://doi.org/10.1128/IAI.05371-10	ASM	4	0.12727272727272726	[[], [], [], []]	Bhabha Atomic Research Centre		['PhD']	Department of Surgery, Cardiovascular Center																																															0.5149306	1
566	Lauren Gardner, Cathy Gordon, Justin Gordon, Willie Davis, Marco Holloway	In vitro susceptibility to the pro-apoptotic effects of the human	Wiley. 2014. 87(38), 601.	10.1111/j.1376-0756.2014.03226.x	2014	2.0		1.0			multiple overlapping microscopy images, groups of cells visible in multiple images	1	2.0/1/2019		1.0	1.0	1	http://doi.org/10.1111/j.1376-0756.2014.03226.x	Wiley	5	0.09090909090909091	[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]	Fudan University	12.0	['PhD']	Dipartimento Interdisciplinare di Medicina																																															0.37785137	1
567	Antonio Lopez, Stephanie Macdonald, Deborah Smith, Jordan Lang	The focus of the ongoing clinical trial in lung cancer	Wiley. 2003. 19(40), 193.	10.1002/ijc.28790	2003	6.0				1.0	Duplicated bands within blot strips, multiple cases	1	6.0/1/2005		1.0		1	http://doi.org/10.1002/ijc.28790	Wiley	4	0.30434782608695654	[[], [], []]	King Faisal University	11.0	['PhD']	Internal Medicine																																															0.37855142	1
568	Alexis Silva, Marco Caldwell, Jenny Everett, Ashley Norman	Another month, another opinion in which clinical decision-making continues without	PLOS. 2013. 98(14), 239.	10.1371/journal.pone.0050986	2013	4.0					duplicated (negative) western blot	1	4.0/1/2017				1	http://doi.org/10.1371/journal.pone.0050986	PLOS	4	0.29473684210526313	[[], [], [], [], [], [], [], [], []]	Tufts University		['PhD']	DÃ©partement de Biologie	95.0	USA	54.0	60.0	48.0	182.0	166.0	160.0	93.0	85.0	84.0	51.22	2015.0	88	United States of America	43.6	51.1	33.9	92.9	58.7	56.4	10,410	10.0	14%	54:46:00	2015.0	Medford	OR	Oregon	41029.0	Jackson	42.3372	-122.8537	170876.0	1243.0	polygon	False	True	America/Los_Angeles	2.0	97504 97501	jackson	22,840	21,637	1,203	5.3	0.4465836	1
569	George Moreno, Mrs. Jennifer Perez, Lisa Bullock, Robert Perez, Grant Chambers, Mason Rivers, Kevin Parker	"

Researchers say that lung cancer cells multiply on chromosomal expansion

Although"	ASM. 2009. 94(63), 657.	10.1128/IAI.06226-12	2009	6.0					Duplicated and mirrored blot	1	6.0/1/2011		1.0	1.0	1	http://doi.org/10.1128/IAI.06226-12	ASM	7	0.21	[[], [], [], [], [], [], [], [], [], []]	University of Cambridge	32.0	['PhD']	Gangarosa Department of Environmental Health	4.0	United Kingdom	1.0	2.0	10.0	5.0	11.0	6.0	12.0	13.0	48.0	96.81	2015.0	5	United Kingdom	89.7	87.8	95.6	95.2	51.1	92	18,812	11.8	34%	46:54:00	2015.0																					0.64832103	1
570	Annette Montoya, Nicholas Davis, Amber Ramsey, Brittany Lawson, Angela Gallegos, Kristin Serrano, Tonya Bowman	Associate researchers at the University of California, San Diego are	ASM. 2014. 29(26), 389.	10.1128/mBio.00313-11	2014	1.0					Duplicated blot strips, two cases	1	1.0/1/2017				1	http://doi.org/10.1128/mBio.00313-11	ASM	7	0.12121212121212122	[[], [], [], [], [], [], [], []]	Fudan University	1.0	['BSc']	Faculty of Nursing and Midwifery (Sydney Nursing School)																																															0.4108822	1
571	Brandon Barker, Nathaniel Mendez, Louis Thompson, Jennifer Maldonado, Michael Jones, Kevin Porter, Casey Murphy	"By Yuko Yoshida for Lung cancer

The study from Japan shows"	Hindawi. 2001. 38(61), 915.	10.1155/2001/466340	2001	7.0		1.0			Reused lanes, possibly duplicated lanes	1	7.0/1/2003		1.0		1	http://doi.org/10.1155/2001/466340	Hindawi	7	0.03636363636363636	[[], [], [], [], [], ['Chinese Journal of Environmental Engineering ', 'Huanjing Kexue Xuebao / Acta Scientiae Circumstantiae '], [], [], [], ['Cailiao Kexue yu Gongyi/Material Science and Technology ', 'Hangkong Cailiao Xuebao/Journal of Aeronautical Materials ', 'Key Engineering Materials ']]	Tehran University of Medical Sciences		['PhD']	Department of Surgery	854.0	Iran	3.0	367.0	567.0	218.0	771.0	899.0	812.0	796.0	871.0	44.18	2015.0																																		0.36666113	1
